experimental frequency under nntm distribution	expected frequency under uniform distribution
0	0.674776316548084
0	0.864759384903604
0	1.09937766496554
0	1.38648618125152
0	1.73461061856221
0	2.15281671117406
0	2.65052230944202
0	3.23724783614513
0	3.92230361205154
0	4.71441606576120
0	5.62129904721833
0	6.64918115640045
0	7.80230491550593
0	9.08241841683880
0	10.4882843741990
0	12.0152348660949
0	13.6548020605686
0	15.3944554731471
0	17.2174745367065
0	19.1029812871875
0	21.0261517858775
0	22.9586166856254
0	24.8690514752934
0	26.7239459559528
0	28.4885311174435
0	30.1278306020492
0	31.6077942105709
0	32.8964632397654
0	33.9651125453734
0	34.7893126291997
0	35.3498570423928
0	35.6335059954945
0	35.6335059954945
0	35.3498570423928
0	34.7893126291997
0	33.9651125453734
0	32.8964632397654
0	31.6077942105709
0	30.1278306020492
0	28.4885311174435
0	26.7239459559528
0	24.8690514752934
0	22.9586166856254
0	21.0261517858775
0	19.1029812871875
0	17.2174745367065
0	15.3944554731471
0	13.6548020605686
0	12.0152348660949
0	10.4882843741990
0	9.08241841683880
0	7.80230491550593
0	6.64918115640045
0	5.62129904721833
0	4.71441606576120
0	3.92230361205154
0	3.23724783614513
0	2.65052230944202
0	2.15281671117406
0	1.73461061856221
0	1.38648618125152
0	1.09937766496554
0	0.864759384903604
0	0.674776316548084
0	0.522323644259942
0	0.401082721626845
0	0.305521453484117
0	0.230867079632701
0	0.173058871499873
0	0.128687474410572
0	0.0949266606246865
0	0.0694622072190166
0	0.0504215638490609
0	0.0363069926236460
0	0.0259339891246801
0	0.0183760546248047
0	0.0129162937647473
0	0.00900585620294310
0	0.00622891333963463
0	0.00427364514890757
0	0.00290858789740377
0	0.00196364119907784
0	0.00131503376126991
0	0.000873584824247697
0	0.000575658904549207
0	0.000376284100473969
0	0.000243980716293269
0	0.000156921552799031
0	0.000100114179255624
0	0.0000633567503399134
0	0.0000397715834633565
0	0.0000247647476100319
0	0.0000152958735238432
0	9.37113736231550e-6
0	5.69490159573696e-6
0	3.43284561818534e-6
0	2.05255426261247e-6
0	1.21732212216480e-6
0	7.16118693774476e-7
0	4.17860425427525e-7
0	2.41847879089740e-7
0	1.38840502893586e-7
0	7.90589313954231e-8
0	4.46523736865568e-8
0	2.50146805469193e-8
0	1.38995292154890e-8
0	7.66051253857260e-9
0	4.18760807701863e-9
0	2.27050529402187e-9
0	1.22102650475077e-9
0	6.51285647181458e-10
0	3.44555746082878e-10
0	1.80795142211332e-10
0	9.40916216451968e-11
0	4.85679439744156e-11
0	2.48645528630974e-11
0	1.26252889423581e-11
0	6.35812806805142e-12
0	3.17571844855810e-12
0	1.57317471453882e-12
0	7.72914765967533e-13
0	3.76619962449467e-13
0	1.82007599507757e-13
0	8.72343438784920e-14
0	4.14662316886528e-14
0	1.95482553735527e-14
0	9.13955469098998e-15
0	4.23782352331928e-15
0	1.94876138209363e-15
0	8.88729427912777e-16
0	4.01950574531793e-16
0	1.80287246843834e-16
0	8.01943272150611e-17
0	3.53757431510156e-17
0	1.54756085680886e-17
0	6.71377935765272e-18
0	2.88842066765722e-18
0	1.23232348917149e-18
0	5.21382834531561e-19
0	2.18752603573810e-19
0	9.10145814324789e-20
0	3.75514466750623e-20
0	1.53637415241884e-20
0	6.23330773144481e-21
0	2.50777170702968e-21
0	1.00046486931030e-21
0	3.95782535174681e-22
0	1.55256157090881e-22
0	6.03913739089326e-23
0	2.32933133586530e-23
0	8.90869892521888e-24
0	3.37847167380845e-24
0	1.27041485879691e-24
0	4.73681459641206e-25
0	1.75121296886031e-25
0	6.41947450663682e-26
0	2.33326500067893e-26
0	8.40869942736687e-27
0	3.00462187374384e-27
0	1.06449364741366e-27
0	3.73925046683467e-28
0	1.30229751287957e-28
0	4.49692802035012e-29
0	1.53956343812916e-29
0	5.22577835079175e-30
0	1.75861956469999e-30
0	5.86754010704767e-31
0	1.94088219407839e-31
0	6.36497754571979e-32
0	2.06940156658870e-32
0	6.67019349049393e-33
0	2.13144127964771e-33
0	6.75219648749553e-34
0	2.12055217957709e-34
0	6.60207475723721e-35
